convocation_no	year_stream_no	year_no	stream_no	announcement_link	announcement_link_date	announcement_link_time	stream_size	voted_cnt	NOTA_cnt	invalid_cnt	result_link	result_link_date	result_link_time
10	2.2	2.0	2.0	https://vk.com/wall-33327655_9228	2020-11-04	20:50	148.0	75.0	8.0	0.0	https://vk.com/wall-33327655_9340	2020-11-11	13:03
10	2.3	2.0	3.0	https://vk.com/wall-33327655_9229	2020-11-04	22:02	103.0	56.0	1.0	0.0	https://vk.com/wall-33327655_9357	2020-11-12	21:28
10	3.1	3.0	1.0	https://vk.com/wall-33327655_9226	2020-11-03	22:33	104.0	52.0	0.0	2.0	https://vk.com/wall-33327655_9328	2020-11-09	21:57
10	3.2	3.0	2.0	https://vk.com/wall-33327655_9212	2020-11-02	21:26	118.0	59.0	11.0	0.0	https://vk.com/wall-33327655_9317	2020-11-08	20:09
10	3.3	3.0	3.0	https://vk.com/wall-33327655_9227	2020-11-03	23:17	111.0	59.0	0.0	1.0	https://vk.com/wall-33327655_9326	2020-11-09	18:19
10	3.4	3.0	4.0	https://vk.com/wall-33327655_9213	2020-11-02	21:28	46.0	24.0	0.0	1.0	https://vk.com/wall-33327655_9321	2020-11-09	12:06
10	3.4	3.0	4.0	https://vk.com/wall-33327655_9216	2020-11-03	12:00	46.0	24.0	0.0	1.0	https://vk.com/wall-33327655_9321	2020-11-09	12:06
10	4.1	4.0	1.0	https://vk.com/wall-33327655_9181	2020-11-01	21:54	91.0	54.0	0.0	1.0	https://vk.com/wall-33327655_9316	2020-11-08	17:18
10	4.2	4.0	2.0	https://vk.com/wall-33327655_9157	2020-10-30	20:04	116.0	58.0	2.0	0.0	https://vk.com/wall-33327655_9333	2020-11-10	21:09
10	4.2	4.0	2.0	https://vk.com/wall-33327655_9166	2020-10-31	12:00	116.0	58.0	2.0	0.0	https://vk.com/wall-33327655_9333	2020-11-10	21:09
10	4.3	4.0	3.0	https://vk.com/wall-33327655_9179	2020-11-01	21:30	93.0	49.0	2.0	0.0	https://vk.com/wall-33327655_9282	2020-11-06	15:09
10	4.4	4.0	4.0	https://vk.com/wall-33327655_9161	2020-10-30	20:40	38.0	20.0	0.0	0.0	https://vk.com/wall-33327655_9272	2020-11-06	10:27
10	5.1	5.0	1.0	https://vk.com/wall-33327655_9144	2020-10-29	10:08	90.0	47.0	3.0	3.0	https://vk.com/wall-33327655_9334	2020-11-11	10:04
10	5.4	5.0	4.0	https://vk.com/wall-33327655_9133	2020-10-28	12:00	42.0	21.0	0.0	0.0	https://vk.com/wall-33327655_9268	2020-11-05	23:37
10	6.1	6.0	1.0	https://vk.com/wall-33327655_9126	2020-10-26	21:15	78.0	39.0	11.0	0.0	https://vk.com/wall-33327655_9267	2020-11-05	22:14
10	6.3	6.0	3.0	https://vk.com/wall-33327655_9127	2020-10-26	21:16	80.0	42.0	3.0	0.0	https://vk.com/wall-33327655_9205	2020-11-02	20:30
10	m2	2.0	0.0	https://vk.com/wall-33327655_9152	2020-10-30	10:32	18.0	12.0	0.0	0.0	https://vk.com/wall-33327655_9310	2020-11-07	22:38
11	1.1	1.0	1.0	https://vk.com/wall-33327655_9970	2021-10-15	11:11	141.0	71.0	8.0	0.0	https://vk.com/wall-33327655_10001	2021-10-17	22:02
11	1.2	1.0	2.0	https://vk.com/wall-33327655_9950	2021-10-14	10:20	138.0	73.0	15.0	0.0	https://vk.com/wall-33327655_10009	2021-10-19	14:08
11	1.3	1.0	3.0	https://vk.com/wall-33327655_9969	2021-10-15	10:44	109.0	63.0	4.0	0.0	https://vk.com/wall-33327655_10000	2021-10-17	21:05
11	2.1	2.0	1.0	https://vk.com/wall-33327655_9936	2021-10-13	11:44	127.0	66.0	6.0	0.0	https://vk.com/wall-33327655_9998	2021-10-17	20:02
11	2.2	2.0	2.0	https://vk.com/wall-33327655_9901	2021-10-12	10:40	122.0	70.0	4.0	0.0	https://vk.com/wall-33327655_9985	2021-10-16	19:05
11	2.3	2.0	3.0	https://vk.com/wall-33327655_9932	2021-10-13	11:21	95.0	48.0	0.0	0.0	https://vk.com/wall-33327655_9989	2021-10-16	23:03
11	2.5	2.0	5.0	https://vk.com/wall-33327655_9900	2021-10-12	10:10	21.0	11.0	0.0	0.0	https://vk.com/wall-33327655_9984	2021-10-16	17:02
11	3.1	3.0	1.0	https://vk.com/wall-33327655_9894	2021-10-11	11:48	105.0	53.0	4.0	0.0	https://vk.com/wall-33327655_10007	2021-10-19	11:05
11	3.2	3.0	2.0	https://vk.com/wall-33327655_9889	2021-10-08	11:44	104.0	52.0	4.0	0.0	https://vk.com/wall-33327655_9992	2021-10-17	15:35
11	3.3	3.0	3.0	https://vk.com/wall-33327655_9895	2021-10-11	11:58	97.0	52.0	6.0	0.0	https://vk.com/wall-33327655_9976	2021-10-15	23:11
11	3.4	3.0	4.0	https://vk.com/wall-33327655_9888	2021-10-08	11:33	42.0	23.0	0.0	0.0	https://vk.com/wall-33327655_9905	2021-10-12	13:04
11	3.5	3.0	5.0	https://vk.com/wall-33327655_9887	2021-10-08	11:23	14.0	8.0	0.0	0.0	https://vk.com/wall-33327655_9906	2021-10-12	14:04
11	4.3	4.0	3.0	https://vk.com/wall-33327655_9882	2021-10-07	10:10	100.0	51.0	1.0	0.0	https://vk.com/wall-33327655_9960	2021-10-14	22:39
11	5.2	5.0	2.0	https://vk.com/wall-33327655_9860	2021-10-05	11:11	88.0	46.0	9.0	0.0	https://vk.com/wall-33327655_9945	2021-10-14	9:15
11	5.3	5.0	3.0	https://vk.com/wall-33327655_9858	2021-10-05	10:35	89.0	46.0	1.0	0.0	https://vk.com/wall-33327655_9912	2021-10-12	20:20
11	5.4	5.0	4.0	https://vk.com/wall-33327655_9853	2021-10-04	10:47	37.0	21.0	0.0	0.0	https://vk.com/wall-33327655_9878	2021-10-06	20:36
11	6.1	6.0	1.0	https://vk.com/wall-33327655_9978	2021-10-16	10:25	87.0	44.0	6.0	0.0	https://vk.com/wall-33327655_10026	2021-10-21	15:44
11	6.3	6.0	3.0	https://vk.com/wall-33327655_9982	2021-10-16	10:50	93.0	47.0	3.0	0.0	https://vk.com/wall-33327655_10031	2021-10-21	22:02
11	m1	1.0	0.0	https://vk.com/wall-33327655_9983	2021-10-16	11:20	51.0	26.0	3.0	0.0	https://vk.com/wall-33327655_10018	2021-10-20	20:21
1	3.4						29.0	21.0	21.0		https://vk.com/topic-33327655_26089737	2012-03-07	2:03
1	4.4						32.0	20.0	0.0		https://vk.com/topic-33327655_26089874	2012-03-07	18:55
4	m2						9.0	5.0	0.0	0.0	https://vk.com/wall-33327655_2313	2014-11-25	23:24
